segment id,excitatory synapses,inhibitory synapses,cortical layer,cell type
6803162381,2499,665,Layer 6,pyramidal neuron
42094523835,712,272,Layer 4,pyramidal neuron
445565866,429,371,Layer 2,interneuron
42427776656,134,43,Layer 5,pyramidal neuron
40639841358,1024,428,Layer 3,interneuron
40421746143,364,235,Layer 3,interneuron
5040528028,2802,808,Layer 6,pyramidal neuron
71979645776,5,18,Layer 2,interneuron
36473270776,672,289,Layer 2,pyramidal neuron
76389644447,0,0,Layer 5,unknown cell
60529909634,0,0,White matter,oligodendrocyte
42743991297,0,0,White matter,oligodendrocyte
71453001376,32,17,Layer 3,interneuron
46837089290,405,136,Layer 3,astrocyte
31446176609,904,295,Layer 6,excitatory/spiny neuron with atypical tree
16006537564,130,73,Layer 5,microglia/opc
54193685896,4,3,Layer 1,astrocyte
7499453833,155,88,White matter,astrocyte
3882990035,0,2,Layer 2,microglia/opc
74521007672,257,97,Layer 6,microglia/opc
40579888670,1375,688,Layer 4,interneuron
45517086815,0,0,Layer 1,microglia/opc
57271533140,0,0,Layer 5,oligodendrocyte
4846102598,47,49,Layer 1,astrocyte
61170396928,0,1,White matter,oligodendrocyte
4461307338,0,0,Layer 5,oligodendrocyte
5243833914,546,204,Layer 6,excitatory/spiny neuron with atypical tree
8094504186,31,36,White matter,astrocyte
41351872695,24,56,Layer 4,microglia/opc
33149367917,1,2,White matter,microglia/opc
43251376330,0,0,White matter,oligodendrocyte
78745442190,0,0,Layer 6,oligodendrocyte
4054464091,1029,291,Layer 4,interneuron
43034069685,92,50,White matter,astrocyte
21323637311,10,17,Layer 1,interneuron
6328658459,0,0,Layer 3,oligodendrocyte
41338761334,198,183,Layer 3,interneuron
31465140634,2,0,Layer 5,oligodendrocyte
83476225770,0,0,Layer 5,oligodendrocyte
3328839074,4695,1210,Layer 3,pyramidal neuron
39606893296,587,260,Layer 2,oligodendrocyte
2772934590,3098,779,Layer 4,pyramidal neuron
16411641714,3,3,Layer 6,oligodendrocyte
38613441248,409,136,Layer 4,unknown cell
87228758654,0,0,White matter,oligodendrocyte
3838661559,931,245,Layer 2,microglia/opc
69676367819,29,21,Layer 6,astrocyte
50020152845,0,0,White matter,oligodendrocyte
6919925574,1031,363,White matter,pyramidal neuron
6340572172,648,247,Layer 5,pyramidal neuron
55438960871,477,230,Layer 4,interneuron
3372714204,1101,413,Layer 3,interneuron
37359579780,592,215,Layer 3,pyramidal neuron
65356573346,1,0,Layer 3,oligodendrocyte
42225450749,161,63,Layer 4,pyramidal neuron
14074605580,22,19,Layer 2,microglia/opc
6225633499,1,1,Layer 3,oligodendrocyte
3584780203,156,64,Layer 5,astrocyte
38161423647,391,121,Layer 4,pyramidal neuron
6008268648,1174,485,Layer 4,pyramidal neuron
39343433088,0,0,Layer 3,microglia/opc
4593065842,403,223,Layer 4,unclassified neuron
2409619024,66,104,Layer 3,astrocyte
2873770008,45,41,Layer 4,astrocyte
32407418538,1,6,White matter,microglia/opc
46544368743,0,17,Layer 4,pyramidal neuron
39490508916,1100,366,Layer 2,pyramidal neuron
59961683204,0,0,White matter,oligodendrocyte
36852896228,1161,366,Layer 2,interneuron
4229734618,2827,971,Layer 4,pyramidal neuron
34824481690,0,0,White matter,oligodendrocyte
24558825650,0,0,White matter,oligodendrocyte
66753203126,1,0,Layer 4,microglia/opc
38740426512,32,26,Layer 5,astrocyte
15956880028,0,0,White matter,oligodendrocyte
78726217719,0,0,White matter,oligodendrocyte
96462252029,1,0,Layer 6,oligodendrocyte
80507111577,0,0,Layer 3,microglia/opc
4488319671,1357,433,Layer 5,excitatory/spiny neuron with atypical tree
29165645699,548,536,Layer 3,interneuron
19458564152,3,5,Layer 2,oligodendrocyte
42493598321,0,0,White matter,oligodendrocyte
40471242971,3,2,White matter,oligodendrocyte
3803721169,991,430,Layer 5,pyramidal neuron
96110836559,0,0,White matter,oligodendrocyte
87376853415,3,0,White matter,microglia/opc
31455490233,56,52,Layer 2,interneuron
39908783624,3,1,Layer 4,oligodendrocyte
29628906297,1266,394,Layer 4,pyramidal neuron
9194923538,0,0,Layer 1,microglia/opc
72470793689,4,3,Layer 3,microglia/opc
8007568059,15,14,White matter,astrocyte
60618826415,0,5,White matter,microglia/opc
71791979667,11,22,Layer 1,oligodendrocyte
42290716774,0,0,White matter,oligodendrocyte
29221845409,798,332,Layer 4,pyramidal neuron
29007807618,1084,386,Layer 2,pyramidal neuron
5184859411,0,0,White matter,microglia/opc
71846425876,0,1,Layer 3,microglia/opc
3890568395,1,0,Layer 5,oligodendrocyte
93537146628,1,0,Layer 5,oligodendrocyte
59936405382,0,1,White matter,oligodendrocyte
15746025985,32,39,Layer 4,oligodendrocyte
12364711690,0,0,Layer 4,oligodendrocyte
5986279127,52,79,White matter,interneuron
95177334661,0,0,White matter,oligodendrocyte
60028814582,641,412,Layer 4,interneuron
3314164260,2307,734,Layer 3,pyramidal neuron
59422994819,1,0,White matter,oligodendrocyte
2850131148,10,30,Layer 1,microglia/opc
76047585831,4,3,White matter,oligodendrocyte
16629022332,1,1,White matter,microglia/opc
30990931763,1,1,Layer 1,astrocyte
62432447413,75,275,Layer 1,interneuron
8488583387,0,0,White matter,oligodendrocyte
38624040922,5,2,Layer 5,oligodendrocyte
67884912854,2,4,Layer 6,oligodendrocyte
1423554082,127,158,Layer 1,interneuron
52062012682,0,0,Layer 6,oligodendrocyte
84869818084,0,3,White matter,microglia/opc
7166887376,38,9,White matter,microglia/opc
29454964853,805,385,Layer 4,pyramidal neuron
4896110774,2034,768,Layer 6,pyramidal neuron
58379004016,1,0,Layer 5,oligodendrocyte
38887910782,611,315,Layer 4,interneuron
24618045686,0,0,White matter,oligodendrocyte
38266682106,26,34,Layer 2,microglia/opc
5552309127,2,1,Layer 5,microglia/opc
5844036180,484,208,Layer 5,pyramidal neuron
39417518752,186,169,Layer 2,unclassified neuron
5455474548,5,11,Layer 3,astrocyte
39964778018,275,262,Layer 5,pyramidal neuron
4547745123,5,1,Layer 5,oligodendrocyte
56959992524,0,3,Layer 1,astrocyte
68857677710,0,0,White matter,oligodendrocyte
68436074403,18,5,White matter,microglia/opc
6761606856,0,0,Layer 5,oligodendrocyte
41862703458,6,6,Layer 3,microglia/opc
32048423166,1072,410,Layer 4,interneuron
51958156897,0,0,White matter,oligodendrocyte
77381680410,1,0,Layer 3,oligodendrocyte
40902761567,627,436,Layer 2,interneuron
76217775904,0,2,Layer 3,oligodendrocyte
7399292589,0,1,White matter,oligodendrocyte
16266887070,2,0,Layer 6,oligodendrocyte
57962101990,0,0,Layer 3,oligodendrocyte
77620571139,0,0,White matter,oligodendrocyte
50660524020,1,0,White matter,oligodendrocyte
32086882558,964,307,Layer 6,pyramidal neuron
33794556688,68,78,Layer 5,astrocyte
60882419707,0,1,White matter,oligodendrocyte
4540984701,42,20,Layer 1,astrocyte
6313196601,326,138,Layer 4,pyramidal neuron
4026678800,240,119,Layer 3,interneuron
6789130638,1,1,Layer 6,microglia/opc
3681862365,66,47,Layer 1,astrocyte
33068112638,1009,363,Layer 4,pyramidal neuron
76387994819,2,3,Layer 5,unknown cell
66996689713,0,1,Layer 6,oligodendrocyte
38049361279,315,218,Layer 1,interneuron
38801633046,1,0,Layer 4,oligodendrocyte
5816002506,0,0,Layer 5,oligodendrocyte
6777040450,119,110,Layer 5,astrocyte
15477396976,76,68,White matter,astrocyte
23635194658,936,405,Layer 4,pyramidal neuron
2743996089,24,28,Layer 3,astrocyte
39052800624,1926,589,Layer 2,interneuron
48860860460,1,1,Layer 5,oligodendrocyte
39410437017,232,144,Layer 5,unknown cell
31026497852,316,207,Layer 5,unknown cell
16365575772,1,1,White matter,oligodendrocyte
93880228529,0,0,White matter,oligodendrocyte
5160723951,4,0,Layer 5,oligodendrocyte
576024466,143,44,Layer 2,pyramidal neuron
69744685977,0,0,White matter,oligodendrocyte
32048495417,526,170,Layer 4,excitatory/spiny neuron with atypical tree
37131775230,4,14,Layer 1,microglia/opc
3842414918,30,10,Layer 1,oligodendrocyte
29890556491,555,216,Layer 4,pyramidal neuron
1697644856,172,122,Layer 3,unknown cell
34318059939,2,0,Layer 5,interneuron
32512909726,499,206,Layer 5,pyramidal neuron
78086369150,0,0,White matter,oligodendrocyte
6247987187,0,0,White matter,oligodendrocyte
40979490338,0,0,White matter,microglia/opc
1917127099,1,4,Layer 2,microglia/opc
38002242365,2,0,Layer 3,oligodendrocyte
78014868485,0,0,White matter,oligodendrocyte
47740744108,0,0,Layer 3,microglia/opc
51247817785,2,1,Layer 5,oligodendrocyte
65440997240,0,0,Layer 4,oligodendrocyte
6054919165,53,50,Layer 1,astrocyte
5598112108,132,113,Layer 4,astrocyte
43134290550,181,89,White matter,astrocyte
38410370621,1,1,Layer 3,microglia/opc
40001179738,2,4,Layer 1,microglia/opc
15049061611,0,0,Layer 3,oligodendrocyte
90158840651,3,8,Layer 3,microglia/opc
475760180,2,6,Layer 1,astrocyte
2730650309,5103,1297,Layer 3,pyramidal neuron
51766418966,0,0,White matter,oligodendrocyte
40385229185,1,0,Layer 6,microglia/opc
5549534067,0,0,Layer 6,oligodendrocyte
77489556797,0,0,White matter,oligodendrocyte
5526843565,77,127,Layer 3,interneuron
47899034802,35,52,Layer 4,astrocyte
67051737529,0,0,White matter,oligodendrocyte
84019835024,6,6,Layer 3,astrocyte
42027621311,0,0,White matter,oligodendrocyte
43064468173,0,0,White matter,oligodendrocyte
39194429533,7,9,Layer 4,microglia/opc
32137532273,1132,422,Layer 4,pyramidal neuron
5174770581,0,0,Layer 5,oligodendrocyte
4290330022,1060,1077,Layer 2,unclassified neuron
72165968693,1,1,Layer 3,microglia/opc
87477864646,0,1,White matter,oligodendrocyte
40247497000,1569,552,Layer 2,interneuron
4391090629,4247,1004,Layer 3,excitatory/spiny neuron with atypical tree
56795700493,0,0,Layer 3,oligodendrocyte
68334012990,0,0,White matter,oligodendrocyte
17528369139,0,0,White matter,oligodendrocyte
31758037617,1217,428,Layer 4,pyramidal neuron
36838047271,733,238,Layer 2,pyramidal neuron
29002916524,2,4,Layer 4,pyramidal neuron
5456029971,194,133,Layer 2,astrocyte
43803030856,1,0,White matter,oligodendrocyte
13186076962,0,3,Layer 2,oligodendrocyte
4204255754,448,233,Layer 2,excitatory/spiny neuron with atypical tree
58080837271,1022,399,Layer 2,interneuron
31425572721,0,0,Layer 2,oligodendrocyte
32501068409,1,0,Layer 4,oligodendrocyte
39254439899,243,200,Layer 3,interneuron
2208737576,152,104,Layer 2,pyramidal neuron
86447017289,5,0,Layer 5,oligodendrocyte
3696156321,18,32,Layer 1,astrocyte
73438972323,0,0,Layer 1,oligodendrocyte
66939088778,3,6,Layer 5,oligodendrocyte
50198633906,0,1,Layer 6,oligodendrocyte
32591551111,1,2,Layer 2,interneuron
33810092170,643,235,Layer 5,pyramidal neuron
43122683100,2,0,White matter,oligodendrocyte
24973784940,35,41,Layer 5,astrocyte
56170821391,0,0,Layer 3,oligodendrocyte
2557365208,3697,1218,Layer 2,pyramidal neuron
58626081820,0,0,Layer 6,oligodendrocyte
42653539219,2,1,White matter,oligodendrocyte
28890926521,2,3,Layer 2,microglia/opc
4611317312,3829,1485,Layer 2,pyramidal neuron
14573420706,2,0,White matter,oligodendrocyte
55657728448,0,0,Layer 4,oligodendrocyte
3501101667,117,42,Layer 4,excitatory/spiny neuron with atypical tree
85934625567,0,1,White matter,oligodendrocyte
50654170126,0,1,Layer 3,oligodendrocyte
32722040217,2402,704,Layer 2,pyramidal neuron
77198338514,0,1,White matter,oligodendrocyte
34201209093,1663,808,White matter,interneuron
85649904650,9,6,Layer 3,microglia/opc
3193371202,48,58,Layer 4,astrocyte
37535201089,2,1,Layer 3,oligodendrocyte
67832479326,0,0,Layer 3,oligodendrocyte
6570625230,2847,863,Layer 6,pyramidal neuron
56080106499,37,29,Layer 4,astrocyte
37825103831,280,201,Layer 4,interneuron
38668355551,352,196,Layer 4,pyramidal neuron
40230471525,2,1,Layer 4,oligodendrocyte
32866881598,1,0,Layer 3,microglia/opc
6993134927,1162,357,Layer 6,pyramidal neuron
54062321026,390,382,Layer 1,interneuron
39418830936,25,31,Layer 1,interneuron
5248446458,4895,1706,Layer 5,spiny stellate neuron
29513514798,1212,452,Layer 4,pyramidal neuron
15702091672,0,0,Layer 4,oligodendrocyte
32450563661,567,296,White matter,pyramidal neuron
99458536963,0,0,Layer 4,unclassified neuron
39665384528,897,373,Layer 2,pyramidal neuron
31143599142,410,243,Layer 5,interneuron
21780897060,220,133,Layer 5,interneuron
4187159247,100,145,Layer 3,astrocyte
42318546987,8,9,White matter,unknown cell
1889924725,9,18,Layer 1,astrocyte
57316286215,1,5,Layer 5,microglia/opc
30885219112,2181,780,Layer 3,interneuron
36430211826,876,287,Layer 2,pyramidal neuron
68595953968,0,0,White matter,oligodendrocyte
55183444494,11,9,Layer 1,astrocyte
24206458583,1,9,Layer 2,microglia/opc
23074442860,0,0,White matter,oligodendrocyte
939837644,929,278,Layer 2,pyramidal neuron
3720466294,5023,1336,Layer 3,pyramidal neuron
39105378914,98,71,Layer 5,astrocyte
59219731448,0,1,White matter,oligodendrocyte
6400743557,4,9,Layer 3,microglia/opc
15122680440,32,51,Layer 2,interneuron
59009271237,1140,358,Layer 4,pyramidal neuron
1074328067,4,31,Layer 1,astrocyte
76635175050,0,1,Layer 5,oligodendrocyte
93289484645,0,1,Layer 5,oligodendrocyte
30224569891,106,117,Layer 5,interneuron
3881136606,611,302,Layer 3,interneuron
21550419710,125,79,Layer 5,interneuron
4854074656,302,217,Layer 5,astrocyte
2194005518,2380,711,Layer 2,pyramidal neuron
27958084216,1865,521,Layer 2,pyramidal neuron
73883821084,0,2,Layer 4,oligodendrocyte
39879756637,28,23,Layer 4,astrocyte
50772321712,265,215,Layer 3,interneuron
32965335666,723,291,Layer 5,interneuron
86646279887,0,0,White matter,oligodendrocyte
78566973773,0,0,White matter,oligodendrocyte
67454022084,1,0,Layer 3,oligodendrocyte
5790407333,400,296,Layer 3,interneuron
42565901922,0,0,White matter,oligodendrocyte
6000107131,0,0,White matter,oligodendrocyte
32536958577,0,0,White matter,oligodendrocyte
81454132907,3,0,Layer 3,oligodendrocyte
2457349866,1,7,Layer 1,astrocyte
39466839065,0,1,Layer 6,oligodendrocyte
42536614988,0,0,White matter,blood vessel cell
6034769897,1494,667,Layer 5,pyramidal neuron
4680044210,439,192,Layer 4,pyramidal neuron
86704422436,7,4,White matter,oligodendrocyte
50486083580,1,0,White matter,oligodendrocyte
11708819356,0,1,Layer 4,pyramidal neuron
4138376853,206,118,Layer 5,interneuron
3922807421,667,291,Layer 4,pyramidal neuron
61301483697,0,0,White matter,oligodendrocyte
40006858582,4,0,Layer 6,oligodendrocyte
57436684650,1,1,Layer 4,oligodendrocyte
29556470767,370,165,Layer 4,pyramidal neuron
4437989634,1993,939,Layer 2,pyramidal neuron
7253383413,0,0,White matter,oligodendrocyte
6532940359,97,30,Layer 3,microglia/opc
50414655517,1,0,White matter,oligodendrocyte
4798545962,8004,2772,Layer 3,pyramidal neuron
55664562579,8,17,Layer 1,astrocyte
92906223106,0,0,Layer 6,oligodendrocyte
72769327468,1,0,Layer 1,astrocyte
41084119734,3,8,Layer 6,microglia/opc
4839063442,623,355,Layer 5,pyramidal neuron
57168464105,0,1,Layer 6,pyramidal neuron
41934599217,1,0,Layer 3,microglia/opc
42395596733,42,14,Layer 6,oligodendrocyte
42842664412,1,0,White matter,oligodendrocyte
372238192,787,217,Layer 2,pyramidal neuron
34405825603,0,0,Layer 5,unclassified neuron
48303963978,37,48,Layer 5,unclassified neuron
1976261871,1,1,Layer 1,oligodendrocyte
30197367225,275,169,Layer 4,pyramidal neuron
35994153046,687,340,Layer 2,pyramidal neuron
42187167943,0,3,White matter,oligodendrocyte
3765700625,7530,2233,Layer 3,pyramidal neuron
23068149729,1,1,Layer 3,oligodendrocyte
16049420036,8,9,Layer 5,microglia/opc
4610660898,54,112,Layer 3,astrocyte
5202803880,4148,1109,Layer 5,pyramidal neuron
5736616529,0,0,White matter,microglia/opc
2221821117,282,140,Layer 3,interneuron
69676980938,27,23,Layer 6,astrocyte
51986250148,0,0,White matter,oligodendrocyte
76644567621,2,0,White matter,oligodendrocyte
42115067058,3,2,White matter,oligodendrocyte
4432690208,558,246,Layer 4,unclassified neuron
21070324429,0,0,Layer 4,oligodendrocyte
69922322582,1,1,White matter,oligodendrocyte
38275690931,293,263,Layer 5,pyramidal neuron
6860558015,1,2,White matter,oligodendrocyte
31158171022,0,0,Layer 5,oligodendrocyte
96502537523,0,0,White matter,oligodendrocyte
29759862634,717,300,Layer 4,pyramidal neuron
5813417941,1547,599,Layer 6,pyramidal neuron
40590008181,2,3,Layer 6,unknown cell
5217039516,1375,595,Layer 5,pyramidal neuron
77431589166,0,0,White matter,oligodendrocyte
5435004302,4551,1316,Layer 6,pyramidal neuron
940875523,414,198,Layer 2,pyramidal neuron
51259077050,18,18,White matter,astrocyte
42056808030,0,0,White matter,oligodendrocyte
46969492820,209,168,Layer 3,interneuron
71705162500,3,12,Layer 1,astrocyte
48800033365,0,0,Layer 5,oligodendrocyte
35041612777,0,0,White matter,oligodendrocyte
29578342477,13,10,Layer 1,oligodendrocyte
67328206237,0,0,White matter,oligodendrocyte
78042492942,0,0,White matter,oligodendrocyte
32983004322,53,76,Layer 3,astrocyte
47288566933,0,0,Layer 4,oligodendrocyte
40475272656,5,3,Layer 5,oligodendrocyte
37462751774,3,0,Layer 3,oligodendrocyte
7498474977,8,31,White matter,unclassified neuron
73098652168,0,0,Layer 3,oligodendrocyte
42224589342,81,36,Layer 4,excitatory/spiny neuron with atypical tree
36955132101,52,78,Layer 2,astrocyte
45020475429,33,29,Layer 1,astrocyte
50761767957,0,0,White matter,oligodendrocyte
4054055593,1182,435,Layer 4,pyramidal neuron
5060297935,0,0,Layer 4,oligodendrocyte
42534509734,1,17,Layer 2,pyramidal neuron
41955274540,8,1,White matter,oligodendrocyte
6906332578,10,17,Layer 5,microglia/opc
3970566758,6875,2830,Layer 2,pyramidal neuron
43109351705,233,142,Layer 6,excitatory/spiny neuron with atypical tree
3851700761,51,69,Layer 3,astrocyte
32937317308,511,263,Layer 4,pyramidal neuron
43352034697,0,0,White matter,oligodendrocyte
29835261616,1300,394,Layer 3,interneuron
96199974666,0,0,Layer 6,oligodendrocyte
4537786412,6032,1957,Layer 3,pyramidal neuron
60301109244,0,0,Layer 6,oligodendrocyte
41177187137,893,659,Layer 3,interneuron
16392573870,0,0,White matter,oligodendrocyte
76412187810,0,1,White matter,oligodendrocyte
51678885458,0,0,White matter,oligodendrocyte
76136988504,19,14,Layer 6,oligodendrocyte
95874273748,0,0,White matter,oligodendrocyte
2700149400,20,14,Layer 3,astrocyte
47264168839,114,165,Layer 1,interneuron
85517954981,1,1,Layer 4,microglia/opc
6018167594,0,0,Layer 5,oligodendrocyte
39708356055,127,249,Layer 2,interneuron
46143352143,2,0,Layer 1,oligodendrocyte
6815352587,0,0,White matter,oligodendrocyte
4362997944,85,209,Layer 3,astrocyte
42571537400,316,224,Layer 5,pyramidal neuron
43514311352,15,0,White matter,microglia/opc
78077358547,0,0,Layer 5,oligodendrocyte
50712456718,179,139,Layer 4,microglia/opc
1771408273,1280,547,Layer 2,pyramidal neuron
2092236517,137,85,Layer 2,microglia/opc
51622218447,0,0,White matter,oligodendrocyte
32573634999,0,3,Layer 4,microglia/opc
2904796588,1,1,Layer 3,microglia/opc
66595089132,0,0,Layer 3,oligodendrocyte
59583429819,0,2,White matter,oligodendrocyte
28265056431,621,232,Layer 2,pyramidal neuron
67542051536,0,0,Layer 3,oligodendrocyte
30931213215,579,260,Layer 2,pyramidal neuron
92657933450,6,6,Layer 6,pyramidal neuron
77183940187,0,1,White matter,oligodendrocyte
32187204926,0,0,White matter,oligodendrocyte
32502280624,0,0,Layer 3,oligodendrocyte
42044340120,7,0,White matter,oligodendrocyte
51329994708,5,10,White matter,oligodendrocyte
6863419127,78,59,Layer 5,unclassified neuron
77549884334,0,0,White matter,oligodendrocyte
4743399688,121,114,Layer 2,interneuron
68899829296,0,1,White matter,oligodendrocyte
74102776347,1,2,Layer 4,oligodendrocyte
60377005276,1,0,Layer 5,oligodendrocyte
25855072486,0,1,White matter,oligodendrocyte
29833583259,701,307,Layer 4,pyramidal neuron
76165841281,1,1,White matter,microglia/opc
5133843018,4154,1398,Layer 3,pyramidal neuron
4551994049,1,4,Layer 3,microglia/opc
32909662923,2358,634,Layer 3,pyramidal neuron
32385180272,2519,580,Layer 3,spiny stellate neuron
31710642989,305,214,Layer 5,interneuron
32610094823,1,0,White matter,microglia/opc
54295412267,33,20,Layer 1,oligodendrocyte
4360223781,1663,607,Layer 4,pyramidal neuron
99027867832,31,42,Layer 2,unclassified neuron
20786861437,0,0,Layer 1,oligodendrocyte
42130166073,1,0,White matter,oligodendrocyte
94869838579,0,0,White matter,oligodendrocyte
77286118807,0,2,White matter,oligodendrocyte
69386698657,307,104,Layer 5,interneuron
65148597362,0,0,Layer 4,oligodendrocyte
38130516871,3,0,Layer 4,oligodendrocyte
11316944663,0,1,Layer 4,oligodendrocyte
40786173007,1,1,Layer 2,microglia/opc
11099213328,0,1,Layer 3,oligodendrocyte
58002195908,1,0,Layer 5,oligodendrocyte
38352871887,3,1,Layer 3,oligodendrocyte
58663168896,234,105,Layer 2,excitatory/spiny neuron with atypical tree
68506803117,0,0,White matter,oligodendrocyte
60517279754,0,0,White matter,oligodendrocyte
40144225244,0,0,Layer 3,oligodendrocyte
41552520004,2,8,Layer 5,unknown cell
29692099295,0,0,Layer 3,microglia/opc
42437151502,43,7,White matter,oligodendrocyte
48307803816,1,0,Layer 4,oligodendrocyte
78013216804,0,0,White matter,blood vessel cell
23747053067,1,0,Layer 6,microglia/opc
3402399393,321,241,Layer 2,interneuron
29807038254,3411,819,Layer 3,pyramidal neuron
56252908153,0,1,Layer 5,oligodendrocyte
59297932519,0,0,Layer 5,oligodendrocyte
5242620754,65,35,White matter,oligodendrocyte
32821560752,40,66,Layer 4,microglia/opc
39919909439,6,12,Layer 5,microglia/opc
79265065071,0,0,White matter,oligodendrocyte
3111823918,483,231,Layer 2,pyramidal neuron
16524727481,2,0,White matter,oligodendrocyte
29199971792,4,4,Layer 1,interneuron
15746259774,80,94,Layer 3,pyramidal neuron
59642254293,0,0,White matter,oligodendrocyte
76484932208,0,0,White matter,oligodendrocyte
31213436862,603,285,Layer 6,pyramidal neuron
51446989803,0,0,White matter,oligodendrocyte
38348111768,2,1,Layer 4,microglia/opc
2849941552,1033,461,Layer 2,pyramidal neuron
3454625864,19,8,Layer 5,oligodendrocyte
7923615576,0,0,White matter,oligodendrocyte
31184629116,1288,501,Layer 5,pyramidal neuron
31169692626,3072,920,Layer 6,pyramidal neuron
60647419479,0,2,White matter,oligodendrocyte
63448879412,532,289,Layer 2,interneuron
33134284829,148,52,White matter,astrocyte
86139112593,3,1,White matter,microglia/opc
12499843519,0,0,Layer 3,oligodendrocyte
32864355471,829,275,Layer 4,pyramidal neuron
30123893835,4,7,Layer 5,microglia/opc
41692820161,0,0,White matter,oligodendrocyte
80551601443,33,23,Layer 3,astrocyte
31076492437,589,202,Layer 2,pyramidal neuron
6029994954,116,83,White matter,astrocyte
31518172640,2,0,White matter,microglia/opc
1216628765,2823,845,Layer 2,pyramidal neuron
50647789325,0,0,White matter,oligodendrocyte
39169710216,52,66,Layer 2,astrocyte
2424059565,822,276,Layer 4,pyramidal neuron
4766774105,6386,1267,Layer 5,pyramidal neuron
58495972004,1,1,Layer 5,oligodendrocyte
2247766093,381,105,Layer 3,oligodendrocyte
3784380431,20,19,Layer 1,unknown cell
40721386926,7,19,Layer 5,microglia/opc
69904232320,0,0,White matter,oligodendrocyte
2074466726,1697,771,Layer 3,pyramidal neuron
75844269747,1,0,White matter,oligodendrocyte
73709922383,0,0,Layer 4,oligodendrocyte
40085236730,43,46,Layer 3,astrocyte
78828596652,1,1,White matter,oligodendrocyte
44976265122,0,1,Layer 2,microglia/opc
7417935890,0,1,Layer 5,unclassified neuron
23920177587,0,0,White matter,oligodendrocyte
3181296419,0,1,Layer 3,microglia/opc
56271744461,2,0,Layer 3,oligodendrocyte
7206426647,64,28,White matter,oligodendrocyte
38194787122,1062,487,Layer 2,microglia/opc
6566042821,24,10,White matter,astrocyte
60181442450,3,2,White matter,oligodendrocyte
41441932820,96,93,Layer 2,interneuron
6327738254,546,252,Layer 5,astrocyte
6938351706,0,0,Layer 4,oligodendrocyte
49874112893,26,7,White matter,microglia/opc
37886983154,95,89,Layer 3,astrocyte
51408195211,1,0,Layer 5,oligodendrocyte
32031689490,4,2,Layer 5,oligodendrocyte
50441858839,1,0,White matter,oligodendrocyte
33017637670,160,89,White matter,pyramidal neuron
4884618548,824,294,Layer 4,pyramidal neuron
31393626802,4111,1192,Layer 4,interneuron
8051327930,0,0,White matter,oligodendrocyte
42741448919,0,0,White matter,oligodendrocyte
29314693439,26,38,Layer 2,interneuron
67321795343,0,0,Layer 3,oligodendrocyte
1946459333,381,204,Layer 2,pyramidal neuron
2165577027,478,271,Layer 2,excitatory/spiny neuron with atypical tree
69316189469,0,0,Layer 4,oligodendrocyte
13735716340,57,79,Layer 4,astrocyte
4095814498,0,0,Layer 5,oligodendrocyte
48367040420,0,0,Layer 4,oligodendrocyte
39019217773,115,87,Layer 5,pyramidal neuron
6715162847,1,0,White matter,oligodendrocyte
87579517312,0,0,White matter,oligodendrocyte
5725710478,91,54,Layer 6,interneuron
67212887165,0,0,White matter,oligodendrocyte
1694898875,1,1,Layer 3,microglia/opc
24757340427,0,1,Layer 3,microglia/opc
45270081818,6,5,Layer 1,astrocyte
23974917134,20,9,Layer 1,astrocyte
42130998186,1,1,White matter,microglia/opc
29892556984,1503,517,Layer 4,pyramidal neuron
39760450951,350,252,Layer 5,interneuron
36999328507,517,169,Layer 2,pyramidal neuron
88072576844,0,0,White matter,oligodendrocyte
3938080115,1,0,Layer 4,oligodendrocyte
69396144477,0,0,White matter,oligodendrocyte
63015595297,25,22,Layer 1,blood vessel cell
40869660688,1,1,Layer 5,unknown cell
28833575170,426,421,Layer 2,interneuron
49279135552,2,4,Layer 6,microglia/opc
54319151846,0,0,Layer 3,astrocyte
28424351988,889,304,Layer 2,pyramidal neuron
42638995977,1,0,White matter,oligodendrocyte
42801694929,1,1,White matter,microglia/opc
43120565038,1,1,White matter,oligodendrocyte
8314393562,0,2,White matter,microglia/opc
42785720075,0,0,White matter,microglia/opc
3518665873,5098,1555,Layer 2,pyramidal neuron
32996729107,1388,455,Layer 3,pyramidal neuron
4152247000,1238,382,Layer 5,spiny stellate neuron
96183343291,0,0,White matter,oligodendrocyte
2934875093,2,22,Layer 3,microglia/opc
45296012030,142,199,Layer 3,interneuron
7470150092,18,11,White matter,astrocyte
47171392510,187,118,Layer 4,interneuron
22504332555,1,3,Layer 1,oligodendrocyte
20399582786,0,0,Layer 4,oligodendrocyte
40000345742,1082,415,Layer 2,astrocyte
49241975642,1,0,Layer 3,oligodendrocyte
1361412308,874,391,Layer 3,interneuron
75707150086,0,0,Layer 3,microglia/opc
73765289670,1,1,Layer 4,oligodendrocyte
58511712748,1,0,Layer 5,unknown cell
37650418052,639,279,Layer 4,pyramidal neuron
14298410161,3,1,Layer 6,oligodendrocyte
69155944265,24,24,Layer 4,astrocyte
52584042671,0,0,White matter,oligodendrocyte
77228531551,0,0,White matter,microglia/opc
96471232729,0,0,White matter,oligodendrocyte
31580737606,1,0,Layer 5,microglia/opc
43309239081,0,0,White matter,oligodendrocyte
95819430599,0,0,White matter,oligodendrocyte
51623005122,0,0,White matter,oligodendrocyte
51023884769,0,1,White matter,oligodendrocyte
32835547820,1561,359,Layer 4,pyramidal neuron
